ID,VIDEO,LABEL
57,D0005B.mp4,Miến Điện (nước Mi-an-ma)
58,D0039.mp4,vô tình
59,D0042B.mp4,ngày Quốc tế phụ nữ 8/3
60,D0040T.mp4,Tết hàn thực
61,D0042N.mp4,ngày Quốc tế phụ nữ 8/3
61,D0041.mp4,giỗ
63,D0042T.mp4,ngày Quốc tế phụ nữ 8/3
64,D0043N.mp4,ngày giải phóng thủ đô 10/10
64,D0043B.mp4,ngày giải phóng thủ đô 10/10
66,D0043T.mp4,ngày giải phóng thủ đô 10/10
67,D0044N.mp4,ngày Giải phóng miền Nam 30/4
68,D0045B.mp4,ngày Người khuyết tật Việt Nam 18/4
69,D0044B.mp4,ngày Giải phóng miền Nam 30/4
70,D0045N.mp4,ngày Người khuyết tật Việt Nam 18/4
71,D0045T.mp4,ngày Người khuyết tật Việt Nam 18/4
72,D0044T.mp4,ngày Giải phóng miền Nam 30/4
73,D0046N.mp4,ngày Người khuyết tật Thế giới 3/12
74,D0046T.mp4,ngày Người khuyết tật Thế giới 3/12
75,D0048B.mp4,lễ Halloween 31/10
76,D0046B.mp4,ngày Người khuyết tật Thế giới 3/12
77,D0049B.mp4,ngày Phụ nữ Việt Nam 20/10
78,D0048N.mp4,lễ Halloween 31/10
79,D0049N.mp4,ngày Phụ nữ Việt Nam 20/10
80,D0048T.mp4,lễ Halloween 31/10
81,D0050N.mp4,ngày thương bình liệt sĩ 27/7
82,D0050B.mp4,ngày thương bình liệt sĩ 27/7
83,D0051B.mp4,ngày giỗ tổ Hùng Vương (âm lịch 10/3)
84,D0051N.mp4,ngày giỗ tổ Hùng Vương (âm lịch 10/3)
85,D0050T.mp4,ngày thương bình liệt sĩ 27/7
86,D0052B.mp4,ngày Ngôn ngữ kí hiệu Quốc tế 23/9
87,D0052N.mp4,ngày Ngôn ngữ kí hiệu Quốc tế 23/9
88,D0052T.mp4,ngày Ngôn ngữ kí hiệu Quốc tế 23/9
89,D0051T.mp4,ngày giỗ tổ Hùng Vương (âm lịch 10/3)
90,D0053N.mp4,tuần lễ người Điếc thế giới
91,D0053T.mp4,tuần lễ người Điếc thế giới
92,D0053B.mp4,tuần lễ người Điếc thế giới
93,D0054B.mp4,ngày của Mẹ
94,D0054N.mp4,ngày của Mẹ
95,D0054T.mp4,ngày của Mẹ
96,D0055N.mp4,ngày của Cha
97,D0055B.mp4,ngày của Cha
98,D0055T.mp4,ngày của Cha
99,D0056B.mp4,ngày gia đình Việt Nam 28/6
100,D0056T.mp4,ngày gia đình Việt Nam 28/6
101,D0056N.mp4,ngày gia đình Việt Nam 28/6
102,D0057N.mp4,ngày thầy thuốc Việt Nam
103,D0057T.mp4,ngày thầy thuốc Việt Nam
104,D0049T.mp4,ngày Phụ nữ Việt Nam 20/10
105,D0058B.mp4,ngày thành lập quân đội nhân dân Việt Nam
106,D0058N.mp4,ngày thành lập quân đội nhân dân Việt Nam
107,D0058T.mp4,ngày thành lập quân đội nhân dân Việt Nam
108,D0057B.mp4,ngày thầy thuốc Việt Nam
109,D0060N.mp4,nhầm
110,D0060T.mp4,nhầm
111,D0059.mp4,con cá sấu
112,D0060B.mp4,nhầm
113,D0062.mp4,đồng bằng sông Hồng
114,D0063.mp4,đồng bằng duyên hải miền Trung
115,D0065B.mp4,mách
116,D0061.mp4,đồng bằng sông Cửu Long
117,D0065T.mp4,mách
118,D0064.mp4,buồn thảm
119,D0066N.mp4,vô duyên
120,D0065N.mp4,mách
121,D0066T.mp4,vô duyên
122,D0067.mp4,ti hí mắt
123,D0068.mp4,kịp thời
124,D0069.mp4,bối rối
125,D0071.mp4,suỵt
126,D0072B.mp4,suýt
127,D0066B.mp4,vô duyên
128,D0072N.mp4,suýt
129,D0072T.mp4,suýt
130,D0073.mp4,cá voi
131,D0074.mp4,cá kiếm
132,D0075.mp4,đuôi cá
133,D0077B.mp4,bít tết (bò)
134,D0077N.mp4,bít tết (bò)
135,D0077T.mp4,bít tết (bò)
136,D0076.mp4,đuôi chuột
137,D0078.mp4,súp
138,D0079.mp4,súp lơ
139,D0080N.mp4,mỳ tôm
140,D0080T.mp4,mỳ tôm
141,D0080B.mp4,mỳ tôm
142,D0082B.mp4,mỳ ý
143,D0082N.mp4,mỳ ý
144,D0082T.mp4,mỳ ý
145,D0081B.mp4,mỳ vằn thắn
146,D0083.mp4,bún mắm
147,D0084.mp4,bún chả
148,D0085.mp4,bún ngan
149,D0086.mp4,bún ốc
150,D0087B.mp4,bún đậu
151,D0089.mp4,xôi gà
152,D0090.mp4,cháo sườn
153,D0088.mp4,xôi gấc
154,D0092.mp4,nhấn mạnh
155,D0093.mp4,đạo diễn
156,D0094.mp4,thí nghiệm
157,D0091.mp4,cơm rang
158,D0095.mp4,cắm trại
159,D0070.mp4,hú vía
160,D0098.mp4,có … không?
161,D0099.mp4,cung cấp
162,D0100.mp4,khờ dại
163,D0096.mp4,khả năng
164,D0097.mp4,kỹ năng
165,D0102.mp4,may mắn
166,D0103B.mp4,từ chối
167,D0101.mp4,cực khổ
168,D0104.mp4,nấu nướng
169,D0103N.mp4,từ chối
170,D0105.mp4,xoa đầu
171,D0103T.mp4,từ chối
172,D0108B.mp4,thiệp sinh nhật
173,D0108T.mp4,thiệp sinh nhật
174,D0107.mp4,rực rỡ
175,D0109B.mp4,không quen
176,D0108N.mp4,thiệp sinh nhật
177,D0109N.mp4,không quen
178,D0110.mp4,bánh tráng
179,D0111B.mp4,tương ớt
180,D0111N.mp4,tương ớt
181,D0111T.mp4,tương ớt
182,D0109T.mp4,không quen
183,D0112.mp4,không có
184,D0114.mp4,dân chủ
185,D0116.mp4,đất ruộng
186,D0113.mp4,không có chi
187,D0117.mp4,tinh mắt
188,D0118.mp4,cũng vậy/cũng thế
189,D0119N.mp4,đúng không?
190,D0119T.mp4,đúng không?
191,D0119B.mp4,đúng không?
192,D0120B.mp4,phải không?
193,D0120N.mp4,phải không?
194,D0121.mp4,còn bạn?
195,D0122B.mp4,cần không?
196,D0120T.mp4,phải không?
197,D0122T.mp4,cần không?
198,D0123B.mp4,nên không?
199,D0122N.mp4,cần không?
200,D0123N.mp4,nên không?
201,D0123T.mp4,nên không?
202,D0124.mp4,kia
203,D0125.mp4,nóng tính
204,D0126.mp4,sợ không?
205,D0127.mp4,căm thù
206,D0128N.mp4,đẹp không? (người)
207,D0128T.mp4,đẹp không? (người)
208,D0129B.mp4,không đẹp
209,D0128B.mp4,đẹp không? (người)
210,D0129T.mp4,không đẹp
211,D0130.mp4,chúng tôi (2 người) (đại từ)
212,D0131.mp4,chúng tôi (3 người) (đại từ)
213,D0129N.mp4,không đẹp
214,D0132.mp4,chúng tôi (4 người) (đại từ)
215,D0133.mp4,chúng tôi (5 người) (đại từ)
216,D0135.mp4,các bạn (2 người)
217,D0136.mp4,họ (2 người) (đại từ)
218,D0115.mp4,xử lý
219,D0137.mp4,họ (đại từ)
220,D0138.mp4,bạn yêu tôi
221,D0140.mp4,bạn ấy yêu tôi
222,D0141.mp4,bạn yêu bạn ấy
223,D0139.mp4,tôi yêu bạn ấy
224,D0143B.mp4,"anh hai, anh cả"
225,D0142.mp4,bạn ấy yêu bạn
226,D0143T.mp4,"anh hai, anh cả"
227,D0144B.mp4,"chị hai, chị cả"
227,D0143N.mp4,"anh hai, anh cả"
229,D0144N.mp4,"chị hai, chị cả"
230,D0145.mp4,quả bầu hồ lô
231,D0146.mp4,một là
232,D0144T.mp4,"chị hai, chị cả"
233,D0148.mp4,ba là
234,D0149.mp4,bốn là
235,D0147.mp4,hai là
236,D0151B.mp4,ông bà
237,D0151N.mp4,ông bà
238,D0150.mp4,năm là
239,D0152B.mp4,chị họ
240,D0152N.mp4,chị họ
241,D0151T.mp4,ông bà
242,D0152T.mp4,chị họ
243,D0153B.mp4,em họ
244,D0153N.mp4,em họ
245,D0153T.mp4,em họ
246,D0154B.mp4,cháu họ
247,D0154N.mp4,cháu họ
248,D0154T.mp4,cháu họ
249,D0155N.mp4,sống sót
250,D0134.mp4,chúng tôi (đại từ)
251,D0155T.mp4,sống sót
252,D0155B.mp4,sống sót
253,D0156.mp4,thường xuyên
254,D0156B.mp4,thường xuyên
255,D0156T.mp4,thường xuyên
256,D0157B.mp4,đi dạo
257,D0157N.mp4,đi dạo
258,D0157T.mp4,đi dạo
259,D0159B.mp4,về 2 (Miền Bắc)
259,D0156N.mp4,thường xuyên
261,D0160.mp4,về 3 (đi về)
262,D0161.mp4,về 4 (từ nơi khác về)
263,D0162.mp4,về 5 (về nhà)
264,D0159T.mp4,về 2 (Miền Bắc)
265,D0163B.mp4,hẹn
266,D0163N.mp4,hẹn
267,D0163T.mp4,hẹn
268,D0165B.mp4,hứa
269,D0165N.mp4,hứa
270,D0165T.mp4,hứa
271,D0164.mp4,quyến luyến
272,D0166.mp4,cùng / với (giới từ)
273,D0167.mp4,lâu
274,D0167B.mp4,lâu
275,D0168B.mp4,vẫn
276,D0168N.mp4,vẫn
277,D0168T.mp4,vẫn
278,D0169B.mp4,mỗi ngày
279,D0169N.mp4,mỗi ngày
280,D0170B.mp4,hàng ngày
280,D0158N.mp4,về (Sài Gòn)
282,D0170N.mp4,hàng ngày
283,D0171.mp4,ăn vú sữa (bằng thìa)
284,D0172.mp4,ăn vú sữa
285,D0173.mp4,hôi
286,D0170T.mp4,hàng ngày
287,D0174.mp4,trông nhà
288,D0176.mp4,xe container
289,D0177.mp4,bay nhanh (máy bay)
290,D0178.mp4,chậm chạp
291,D0179.mp4,ngừng lại
292,D0169T.mp4,mỗi ngày
293,D0180.mp4,5 > 3 (Toán học)
294,D0182B.mp4,cung điện
295,D0182N.mp4,cung điện
296,D0182T.mp4,cung điện
297,D0181.mp4,2 < 6 (Toán học)
298,D0183.mp4,dừng lại
299,D0184.mp4,một ít/ một chút
300,D0185.mp4,kẹt xe/tắc đường
300,D0186.mp4,suy ra (Toán học)
302,D0188B.mp4,hoặc
302,D0175.mp4,chạy (động vật)
304,D0188N.mp4,hoặc
304,D0188T.mp4,hoặc
306,D0187.mp4,thì thầm
307,D0189B.mp4,muốn không?
308,D0190B.mp4,không muốn
309,D0189N.mp4,muốn không?
310,D0189T.mp4,muốn không?
311,D0190T.mp4,không muốn
312,D0191.mp4,sa mạc
312,D0190N.mp4,không muốn
314,D0192B.mp4,xem
315,D0192N.mp4,xem
316,D0192T.mp4,xem
317,D0194.mp4,núi thấp
318,D0195N.mp4,đẹp không?
319,D0195T.mp4,đẹp không?
320,D0196.mp4,xem đã
321,D0195B.mp4,đẹp không?
322,D0197.mp4,mồ hôi nhễ nhại
323,D0199.mp4,hài lòng
324,D0200.mp4,má hồng
325,D0193.mp4,núi cao
326,D0202.mp4,nói ngập ngừng
327,D0203.mp4,Võ Thị Sáu
328,D0201.mp4,ngập ngừng
329,D0205.mp4,sụp đổ
330,D0204.mp4,mít tinh
331,D0206N.mp4,thiếu thốn
332,D0206B.mp4,thiếu thốn
333,D0206T.mp4,thiếu thốn
334,D0207.mp4,xuyên Việt
335,D0208.mp4,khổ công
336,D0209B.mp4,dám làm
337,D0209T.mp4,dám làm
338,D0210B.mp4,không dám
339,D0210N.mp4,không dám
340,D0209N.mp4,dám làm
341,D0211.mp4,phiền hà
342,D0210T.mp4,không dám
343,D0212.mp4,đèn ông sao
344,D0213N.mp4,ung thư
345,D0213T.mp4,ung thư
346,D0214B.mp4,phó hiệu trưởng
347,D0213B.mp4,ung thư
348,D0198.mp4,không ngon
349,D0215.mp4,Ô-lim-píc
350,D0214N.mp4,phó hiệu trưởng
351,D0216.mp4,vòng nguyệt quế
352,D0214T.mp4,phó hiệu trưởng
353,D0217.mp4,hữu nghị
354,D0219.mp4,mũi tên
355,D0218.mp4,bắn cung tên
356,D0220.mp4,cung tên
357,D0223B.mp4,Mã Lai (nước Ma-lai-xi-a)
358,D0221.mp4,tận số
359,D0222.mp4,nứt nẻ (ruộng)
360,D0224.mp4,số La Mã (Toán học)
361,D0223N.mp4,Mã Lai (nước Ma-lai-xi-a)
362,D0225.mp4,Long Vương
363,D0226.mp4,đàng hoàng
364,D0227.mp4,phân vân
365,D0228.mp4,lau miệng
366,D0229.mp4,chó cắn
367,D0230.mp4,mèo cào
367,D0231.mp4,quan hệ từ
369,D0223T.mp4,Mã Lai (nước Ma-lai-xi-a)
370,D0233.mp4,quan (chức vụ)
371,D0234.mp4,đi tuần
372,D0235.mp4,vỗ về
372,D0236.mp4,hốt hoảng
372,D0232.mp4,yêu nước Việt Nam
375,D0238.mp4,chuyện lớn
376,D0239.mp4,cái gùi
376,D0237.mp4,chuyện nhỏ
378,D0240.mp4,hùng vĩ
379,D0242B.mp4,nhưng
380,D0242T.mp4,nhưng
381,D0243B.mp4,hay là (hoặc là)
382,D0242N.mp4,nhưng
383,D0241.mp4,bất khuất
384,D0243T.mp4,hay là (hoặc là)
385,D0244.mp4,Thăng Long
386,D0246.mp4,quanh năm
386,D0243N.mp4,hay là (hoặc là)
388,D0248.mp4,gấp ba
389,D0245.mp4,dãy núi Hoàng Liên Sơn
390,D0249N.mp4,chia đôi
391,D0247.mp4,gấp đôi
391,D0249T.mp4,chia đôi
393,D0250N.mp4,chia ba
394,D0249B.mp4,chia đôi
395,D0251.mp4,"đi lạc (đường, rừng..)"
396,D0252.mp4,mất (chết) (chỉ người)
397,D0250T.mp4,chia ba
398,D0253.mp4,đại sứ
399,D0254.mp4,cảnh giác
400,D0256.mp4,quan sát
401,D0250B.mp4,chia ba
402,D0255.mp4,giám sát
403,D0258.mp4,xảy ra
404,D0260.mp4,đầu tư
404,D0257.mp4,ăn vụng
406,D0261.mp4,năn nỉ
407,D0263.mp4,rắc rối
408,D0264.mp4,tải về
409,D0262.mp4,háo hức
410,D0265.mp4,nhõng nhẽo
411,D0266.mp4,hên/gặp may
412,D0267B.mp4,đen đủi
413,D0269.mp4,long lanh (mắt)
414,D0268N.mp4,xui xẻo
415,D0270N.mp4,lạnh lùng
416,D0270B.mp4,lạnh lùng
417,D0270T.mp4,lạnh lùng
418,D0271N.mp4,dỗi
419,D0271T.mp4,dỗi
420,D0271B.mp4,dỗi
421,D0272N.mp4,liếc nhìn
422,D0272T.mp4,liếc nhìn
423,D0273.mp4,nhổ tóc
424,D0272B.mp4,liếc nhìn
425,D0274.mp4,nhổ râu
426,D0275.mp4,nhổ lông mày
427,D0277.mp4,nhổ răng
428,D0278.mp4,răng hô
429,D0279.mp4,răng khểnh
430,D0276.mp4,cắt lông mũi
431,D0281.mp4,mọc tóc
432,D0282.mp4,mọc râu
433,D0283.mp4,mọc ria mép
434,D0280.mp4,kháu khỉnh
435,D0284.mp4,Cô vy (covid)
436,D0286.mp4,cách ly
437,D0259.mp4,dự án
438,D0287.mp4,giãn cách xã hội
439,D0288.mp4,tương lai
440,D0289.mp4,ria mép
441,D0290.mp4,trong khoảng
442,D0291.mp4,trốn tìm
443,D0292.mp4,nhảy bao bố
444,D0293.mp4,nhảy lò cò
445,D0294.mp4,kéo co
446,D0295.mp4,hội thoại
447,D0296.mp4,lý do
448,D0297.mp4,lớn hơn 1 (Toán học)
449,D0298.mp4,lớn hơn 2 (Toán học)
450,D0299.mp4,2 < 5 (Toán học)
451,D0300.mp4,tỉnh táo
452,D0301.mp4,nhộn nhịp (đông người)
453,D0303.mp4,đất nước bị chia cắt (Việt Nam)
454,D0304.mp4,thống nhất đất nước
455,D0305.mp4,khoáng sản
456,D0302.mp4,áo kẻ sọc
457,D0307B.mp4,công nghiệp
458,D0307N.mp4,công nghiệp
459,D0306.mp4,thương mại
460,D0308.mp4,dân tộc Chăm
461,D0309.mp4,dân tộc Mường
462,D0307T.mp4,công nghiệp
463,D0310.mp4,dân tộc Khơ me
464,D0311.mp4,dân tộc Thái
465,D0312.mp4,dân tộc Mông
466,D0313.mp4,nhà rông
467,D0314.mp4,lãng phí
468,D0315.mp4,tiến bộ
469,D0316.mp4,Lượm
470,D0318.mp4,máy xúc
471,D0285.mp4,Cố đô Huế
472,D0319.mp4,cảng Hải Phòng
473,D0317.mp4,cứu sống
473,D0320.mp4,cảng Sài Gòn
475,D0323.mp4,không bình đẳng
476,D0324.mp4,đùm bọc
477,D0321.mp4,kim cương
478,D0325.mp4,khởi nghiệp
478,D0322.mp4,phân biệt
480,D0326N.mp4,vải lụa
481,D0326B.mp4,vải lụa
482,D0326T.mp4,vải lụa
483,D0328.mp4,lượt về (trong thể thao)
484,D0329.mp4,rau diếp cá
485,D0331.mp4,thao thức
486,D0332.mp4,thâm quầng mắt
487,D0330.mp4,rau ngò/rau mùi
488,D0327.mp4,lượt đi
489,D0333.mp4,tự hào
490,D0335.mp4,chia rẽ
491,D0336.mp4,tự trọng
492,D0334.mp4,quyên góp
493,D0338.mp4,ăn bám
494,D0340.mp4,thịnh vượng
495,D0341.mp4,lấm lem
496,D0337.mp4,gian dối
497,D0342N.mp4,ham chơi
498,D0342T.mp4,ham chơi
499,D0343.mp4,đánh cầu lông
500,D0342B.mp4,ham chơi
501,D0345.mp4,cầu Thê Húc (Hồ Gươm)
502,D0346B.mp4,da trắng
503,D0344.mp4,cánh buồm
504,D0346T.mp4,da trắng
505,D0347B.mp4,da ngăm (nước da ngăm đen)
506,D0346N.mp4,da trắng
507,D0347N.mp4,da ngăm (nước da ngăm đen)
508,D0347T.mp4,da ngăm (nước da ngăm đen)
509,D0348.mp4,tuần trăng mật
510,D0350.mp4,Hoãn
511,D0351.mp4,huỷ
512,D0349.mp4,năm tới
513,D0353.mp4,thuộc địa
514,D0354.mp4,tẩy chay
515,D0352.mp4,phụ thuộc
516,D0356.mp4,đau bụng
517,D0357.mp4,đau tay
518,D0355.mp4,đau mắt
519,D0358.mp4,đau chân
520,D0359.mp4,đau tai
521,D0361.mp4,phẫu thuật chân
522,D0360.mp4,phẫu thuật tay
523,D0362.mp4,phẫu thuật mắt
524,D0364.mp4,phẫu thuật cổ
525,D0365.mp4,phẫu thuật bụng
526,D0366.mp4,bệnh phong/cùi
527,D0367.mp4,hội chứng Đao - Down
528,D03671.mp4,bệnh Đao - Down
529,D0369.mp4,mệt mỏi
530,D0370.mp4,mệt không?
531,D0371.mp4,đói không?
532,D0372.mp4,cả ngày
533,D0373.mp4,chiên/rán (1)(2)
534,D0374.mp4,nướng
535,D0375.mp4,luộc
536,D0339.mp4,tuyên truyền
537,D0377.mp4,lẩu
538,D0363.mp4,phẫu thuật mũi
539,D0379.mp4,nhà kho
540,D0380.mp4,hấp
541,D0376.mp4,xào
541,D0378.mp4,gỏi/nộm
543,D0383.mp4,nguội
544,D0381.mp4,thối
545,D0385.mp4,tôm hùm
546,D0382.mp4,thiu
547,D0387.mp4,con hàu
548,D0384.mp4,ngán
549,D0389.mp4,vịt quay
550,D0390.mp4,gà nướng lu
551,D0388.mp4,hải sản
552,D0386.mp4,cua đồng
553,D0392.mp4,bánh sandwich
554,D0393.mp4,bánh canh
555,D0391.mp4,bánh hamburger
556,D0396B.mp4,nước ép trái cây
557,D0396N.mp4,nước ép trái cây
558,D0394.mp4,miến
559,D0396T.mp4,nước ép trái cây
560,D0397.mp4,"sinh tố (bơ, dâu,..)"
561,D0398.mp4,vắt chanh
562,D0399.mp4,mía
563,D0401.mp4,chanh nóng
564,D0402.mp4,chanh muối
565,D0400.mp4,chanh đá
566,D0404.mp4,trà nóng
567,D0405.mp4,trà sữa
568,D0406.mp4,Socola
568,D0403.mp4,trà đá
570,D0408.mp4,7up
570,D0407.mp4,Cocacola
572,D0409.mp4,một tiết học
573,D0410N.mp4,một tiếng
574,D0410B.mp4,một tiếng
575,D0410T.mp4,một tiếng
576,D0412.mp4,rửa chân
577,D0395.mp4,"nước ép (cam, cà chua,..)"
578,D0414.mp4,đánh răng
579,D0413.mp4,rửa mặt
580,D0416B.mp4,tuần này
581,D0416T.mp4,tuần này
582,D0417B.mp4,tuần sau
583,D0417N.mp4,tuần sau
584,D0416N.mp4,tuần này
585,D0418B.mp4,tuần trước
586,D0418N.mp4,tuần trước
587,D0418T.mp4,tuần trước
588,D0419.mp4,cuối tuần
589,D0417T.mp4,tuần sau
590,D0420.mp4,cuối tháng
591,D0421.mp4,cuối năm
592,D0422.mp4,mục tiêu
593,D0423B.mp4,sinh đôi
594,D0423N.mp4,sinh đôi
595,D0423T.mp4,sinh đôi
596,D0424.mp4,đôi/cặp
597,D0425.mp4,Đảng
598,D0427.mp4,mũm mĩm
599,D0426.mp4,mô tả
600,D0411.mp4,chung tay
601,D0428.mp4,tóc dài
602,D0429N.mp4,tóc ngắn
603,D0429T.mp4,tóc ngắn
604,D0430B.mp4,tổng kết/bế giảng
604,D0429B.mp4,tóc ngắn
606,D0431.mp4,lốc xoáy
607,D0430N.mp4,tổng kết/bế giảng
608,D0432B.mp4,tay chân sạch sẽ
608,D0430T.mp4,tổng kết/bế giảng
610,D0432N.mp4,tay chân sạch sẽ
611,D0433.mp4,nhắm mắt
612,D0435.mp4,cây nến
613,D0434.mp4,sờ
614,D0437B.mp4,đùa
615,D0437N.mp4,đùa
616,D0437T.mp4,đùa
617,D0432T.mp4,tay chân sạch sẽ
617,D0436.mp4,dịu dàng
619,D0438.mp4,làm được
620,D0440.mp4,ăn đủ
621,D0441.mp4,ăn vừa
622,D0443.mp4,đồ uống
623,D0444.mp4,đồ ăn
624,D0445.mp4,trang điểm
625,D0439.mp4,dòng sông chảy
626,D0446.mp4,đau mắt đỏ
627,D0447.mp4,cái vợt cá
628,D0448.mp4,vợt cầu lông
629,D0450.mp4,thắp đèn
630,D0451.mp4,góp tiền
631,D0452B.mp4,họp nhóm
632,D0449.mp4,con vượn
633,D0452T.mp4,họp nhóm
634,D0453.mp4,nhút nhát
635,D0452N.mp4,họp nhóm
636,D0455.mp4,luộc rau
637,D0457.mp4,nước mắm
638,D0458.mp4,thoăn thoắt
639,D0456.mp4,muối
640,D0459.mp4,nghênh nghênh (đầu)
641,D0460.mp4,đua đòi
642,D0461.mp4,bình sữa (em bé)
643,D0462.mp4,đòi
644,D0463.mp4,đòi hỏi
645,D0464B.mp4,trẻ con/con nít
646,D0464N.mp4,trẻ con/con nít
647,D0464T.mp4,trẻ con/con nít
648,D0466.mp4,cạnh tranh
649,D0467.mp4,hoa hậu
650,D0442.mp4,ăn ít
651,D0465.mp4,duy nhất
652,D0469.mp4,phóng viên
653,D0470N.mp4,nhà văn hóa
654,D0470B.mp4,nhà văn hóa
655,D0471.mp4,chùa Yên Tử
656,D0468.mp4,cái neo
657,D0472.mp4,chõ xôi
658,D0470T.mp4,nhà văn hóa
659,D0474.mp4,khu vực cách ly
660,D0477.mp4,thung lũng
661,D0478.mp4,địa hình
662,D0475.mp4,phong toả
663,D0473.mp4,cây cọ
664,D0479.mp4,Kim Đồng
665,D0480.mp4,Thánh Gióng
666,D0483.mp4,kết luận
667,D0484.mp4,internet
668,D0482.mp4,hoa dâm bụt
669,D0481.mp4,hoa giấy
670,D0485.mp4,nhà vệ sinh
671,D0488.mp4,hoa mai
672,D0486.mp4,đi vệ sinh
672,D0490B.mp4,ă
674,D0489.mp4,a
675,D0490N.mp4,ă
676,D0490T.mp4,ă
677,D0491T.mp4,â
678,D0491N.mp4,â
679,D0491B.mp4,â
680,D0494.mp4,d
681,D0493.mp4,c
681,D0492.mp4,b
683,D0497B.mp4,ê
684,D0497N.mp4,ê
685,D0495.mp4,đ
686,D0496.mp4,e
687,D0498N.mp4,g
688,D0497T.mp4,ê
689,D0500N.mp4,h
689,D0498B.mp4,g
691,D0501.mp4,i
692,D0500B.mp4,h
693,D0502.mp4,k
694,D0503.mp4,l
695,D0504.mp4,m
696,D0505.mp4,n
697,D0506.mp4,o
698,D0500T.mp4,h
699,D0507T.mp4,ô
700,D0508N.mp4,ơ
701,D0507N.mp4,ô
702,D0509N.mp4,p
703,D0509B.mp4,p
704,D0510.mp4,q
705,D0511.mp4,r
706,D0509T.mp4,p
707,D0512.mp4,s
708,D0513N.mp4,t
709,D0513T.mp4,t
710,D0513B.mp4,t
711,D0514.mp4,u
712,D0515N.mp4,ư
713,D0516.mp4,v
714,D0517N.mp4,x
714,D0517B.mp4,x
716,D0518N.mp4,y
717,D0519.mp4,z
718,D0517T.mp4,x
718,D0521.mp4,f
720,D0523.mp4,w
720,D0522.mp4,j
722,D0524N.mp4,dấu huyền
723,D0524T.mp4,dấu huyền
724,D0525B.mp4,dấu sắc
725,D0524B.mp4,dấu huyền
726,D0507B.mp4,ô
727,D0525T.mp4,dấu sắc
728,D0526N.mp4,dấu hỏi
729,D0526T.mp4,dấu hỏi
730,D0525N.mp4,dấu sắc
731,D0527N.mp4,dấu ngã
732,D0527T.mp4,dấu ngã
733,D0527B.mp4,dấu ngã
734,D0529.mp4,0 (số không)
735,D0528.mp4,dấu nặng
736,D0531.mp4,2
737,D0532.mp4,3
738,D0530.mp4,1
739,D0533.mp4,4
740,D0534.mp4,5
741,D0535N.mp4,6
742,D0535T.mp4,6
743,D0536.mp4,7
744,D0537.mp4,8
745,D0535B.mp4,6
746,D0539.mp4,10
747,D0540B.mp4,11
748,D0540N.mp4,11
749,D0538.mp4,9
750,D0541B.mp4,12
751,D0541N.mp4,12
752,D0540T.mp4,11
753,D0541T.mp4,12
754,D0542N.mp4,23
755,D0542B.mp4,23
756,D0526B.mp4,dấu hỏi
757,D0542T.mp4,23
758,D0544.mp4,40
759,D0545.mp4,80
760,D0543N.mp4,33
761,D0546N.mp4,90
762,D0547.mp4,100
763,D0549B.mp4,5000 (năm nghìn)
764,D0549T.mp4,5000 (năm nghìn)
765,D0550B.mp4,10 000 (mười nghìn)
766,D0548N.mp4,1000 (một nghìn)
767,D0550T.mp4,10 000 (mười nghìn)
768,D0551B.mp4,1 000 000 (một triệu)
769,D0551N.mp4,1 000 000 (một triệu)
770,D0551T.mp4,1 000 000 (một triệu)
